addr_street,addr_number,addr_building,addr_letter,addr_district,comm_type,comm_num,comm_room_num,data_series,data_buildingdate,data_reconstructiondate,data_buildingarea,data_livingarea,data_nonolivingarea,data_stairs,data_storeys,data_residents,data_mansardarea,eng_heatingcentral,eng_heatingauto,eng_heatingfire,eng_hotwater,eng_hotwatergas,eng_hotwaterwood,eng_electro,eng_gascentral,eng_gasnoncentral,eng_refusechute,flat_type,flat_num,flat_room_num,internal_num,lift_exploitfromdate,lift_reconstructiondate,lift_repairdate,outclean_all,param_crdate,param_ukname,param_failure,repair_year,repair_job,rfc_shaftcount,roof_metalarea,seng_liftcount,seng_pzu,special_basementarea,number,address,coordinates
"г. Зеленогорск, Ленина пр.",16,,А,Курортный,3 комн.,3,9,Инд.,1953,,698.6,551.4,90.1,1,3,15,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,3 комн.,3,9,,,,,3056.0,21.10.2013,"ООО ""ЖКС Курортного района""",0.0,2006; 2006; 2006; 2009; 2009; 2010; 2013,"Контейнерные площадки; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы электроснабжения",,441.0,,1,279.0,5758,"Санкт-Петербург, город Зеленогорск, проспект Ленина, дом 16, литера А","60.195473641,29.705282055"
Камская ул.,10,,А,Василеостровский,2 комн.,3,6,Индивидуальный,1917,,5983.43,5003.03,303.7,4,6,241,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","17, 71, 4","17, 142, 12",3,1974,2015,2009 - 2 шт.,1345.0,21.10.2013,"ООО ""УК ""МИР""",0.0,,,,1670.0,3,4,720.0,5759,"г.Санкт-Петербург, Камская улица, дом 10, литера А","59.946846654,30.258724838"
Таврическая ул.,9,,А,Центральный,"3 комн., 4 комн.","1, 2","3, 8",Индивидуальный,1908,,5575.4,4460.92,385.48,5,6,101,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн.","7, 11, 11, 9, 6","7, 22, 33, 36, 30",3,1985,,,448.0,21.10.2013,"ООО ""Жилкомсервис № 3 Центрального района""",0.0,,,,1601.0,2,5,319.0,5760,"г.Санкт-Петербург, Таврическая улица, дом 9, литера А","59.941975636,30.378664308"
Стачек пр.,21,,А,Кировский,"2 комн., 3 комн., 4 комн.","3, 14, 11","6, 42, 44",Индивидуальный,1957,,12723.5,9388.8,1565.3,5,9,402,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн.","2, 71, 26, 8","2, 142, 78, 32",,1985,,,4621.0,25.03.2013,"ООО ""Жилкомсервис № 2 Кировского района""",0.0,2007; 2007; 2007; 2018,Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Ремонт или замена системы газоснабжения,5,2416.0,5,5,38.7,5761,"г.Санкт-Петербург, проспект Стачек, дом 21, литера А","59.891960393,30.272258809"
Полюстровский пр.,29,,А,Калининский,2 комн.,1,2,1-335-30,1963,,5283.4,4539.3,,5,5,289,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","10, 74, 15","10, 148, 45",2,,,,2003.0,25.03.2013,"ООО ""Жилкомсервис № 3 Калининского района""",0.0,2003; 2010; 2010; 2010,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения,0.0,0.0,0.0,5,1100.0,5762,"г.Санкт-Петербург, Полюстровский проспект, дом 29, литера А","59.96685361,30.399763573"
Маршала Казакова ул.,13,,А,Кировский,"5 комн., 6 комн., 7 комн.","2, 2, 24","10, 12, 168",Индивидуальный,1977,,9624.3,5832.9,2420.4,2,15,456,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,1 комн.,2,2,,1978,2018,,2799.0,25.03.2013,"ООО ""Жилкомсервис № 2 Кировского района""",0.0,2018,Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов,2,,3,1,1363.9,5763,"г.Санкт-Петербург, улица Маршала Казакова, дом 13, литера А","59.860072305,30.236639019"
"г. Пушкин, Генерала Хазова ул.",16,,А,Пушкинский,"2 комн., 3 комн., 4 комн.","3, 3, 1","6, 9, 4",Индивидуальный,1978,,13722.71,10581.81,1357.9,14,5,467,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,1,"1 комн., 2 комн., 3 комн., 4 комн., 5 комн.","65, 59, 76, 3, 1","65, 118, 228, 12, 5",1,,,,10547.0,25.09.2012,"ООО ""ПолиСтрой""",0.0,,,14,,,16,1921.0,5764,"Санкт-Петербург, город Пушкин, улица Генерала Хазова, дом 16, литера А","59.73955394,30.408696597"
"г. Пушкин, Широкая ул.",10,,А,Пушкинский,4 комн.,1,4,Индивидуальный,1957,,1497.35,1347.95,0.0,3,3,48,,1,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,"2 комн., 3 комн., 4 комн.","6, 5, 6","12, 15, 24",,,,,2056.0,25.09.2012,"ООО ""Жилкомсервис № 2 Пушкинского района""",0.0,,,,773.0,,3,625.0,5765,"Санкт-Петербург, город Пушкин, Широкая улица, дом 10, литера А","59.722445666,30.423251906"
Седова ул.,128,,Ф,Невский,"2 комн., 3 комн.","2, 6","4, 18",ОД-4б,1960,,3062.6,2761.89,,4,5,149,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","20, 18, 14","20, 36, 42",,,,,4261.0,27.12.2012,"ООО ""Жилкомсервис № 2 Невского района""",0.0,,,,,,4,776.0,5766,"г.Санкт-Петербург, улица Седова, дом 128, литера Ф","59.866961613,30.444168788"
"г. Сестрорецк, Приморское шоссе",314,,А,Курортный,2 комн.,4,8,1-528КП-3,1964,,3792.07,3442.87,,4,5,170,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","10, 56, 10","10, 112, 30",2,,,,4129.0,29.01.2009,"ООО ""ЖКС Курортного района""",0.0,2007; 2007; 2008; 2008; 2008,"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Расходы на изготовление проектно-сметной документации; Ремонт конструкций и замена покрытий крыш; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа",,,,4,824.7,5767,"Санкт-Петербург, город Сестрорецк, Приморское шоссе, дом 314, литера А","60.098198604,29.977941162"
Савушкина ул.,80,,А,Приморский,7 комн.,3,35,,1951,,954.1,871.3,,1,3,61,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,,,,,,,,,31.10.2013,"ООО ""Жилкомсервис  №2 Приморского района""",0.0,2017; 2017,Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления,,506.395,,,287.1,5768,"г.Санкт-Петербург, улица Савушкина, дом 80, литера А","59.983529288,30.268442928"
"пос. Шушары, Славянка, Колпинское шоссе",28,1,А,Пушкинский,,,,,2010,,11169.6,8153.0,,6,5,247,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,"1 комн., 2 комн., 3 комн.","10, 40, 70","10, 80, 210",,,,,,31.10.2013,"ООО ""Новая Ижора""",0.0,,,,,,,1719.1,5769,"Санкт-Петербург, посёлок Шушары, Славянка, Колпинское шоссе, дом 28, корпус 1, литера А","59.734382957,30.469700992"
Яхтенная ул.,24,2,А,Приморский,,,,,2016,,58409.4,31705.0,13731.0,15,22,,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,"1 комн., 2 комн., 3 комн.","561, 145, 49","561, 290, 147",,,,,,,,0.0,,,2,,14,,2036.0,5770,"г.Санкт-Петербург, Яхтенная улица, дом 24, корпус 2, литера А","59.998184796,30.217808415"
Катерников ул.,8,,А,Красносельский,,,,"Индивидуальный, многоквартирный",2016,,14499.9,6352.3,5455.8,10,5,,,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,"1 комн., 2 комн., 3 комн., 4 комн.","18, 12, 16, 17","18, 24, 48, 68",23,,,,,,"ООО ""ПРИМОРСКИЙ ГОРОД""",0.0,,,,,5,,,5771,"г.Санкт-Петербург, улица Катерников, дом 8, литера А","59.852177182,30.157391085"
Пограничника Гарькавого ул.,40,2,А,Красносельский,,,,I-528КП,1966,,4837.23,4426.33,,5,5,256,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 2 комн., 3 комн.","35, 25, 40","35, 50, 120",,,,,3467.0,19.10.2010,"ООО ""Комфорт""",0.0,1986; 1994; 1994; 2003; 2007; 2007; 2010; 2010; 2010; 2010; 2010; 2011,Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории,,,,5,917.0,5772,"г.Санкт-Петербург, улица Пограничника Гарькавого, дом 40, корпус 2, литера А","59.830942358,30.149411318"
Суздальский пр.,101,,А,Калининский,,,,,1975,,3356.3,2799.3,,1,12,128,,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0,"1 комн., 3 комн.","48, 24","48, 72",,1975,"2013-рег.№№ 02568,02569",,1689.0,31.10.2013,ЖСК-761,0.0,1995; 2003; 2004; 2004; 2008; 2013; 2013,Ремонт фасадов без утепления; Ремонт стояков холодного и горячего водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт розлива центрального отопления; Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов,1,,2,,291.2,5773,"г.Санкт-Петербург, Суздальский проспект, дом 101, литера А","60.044134348,30.419163042"
